number,category,categories,state,created,labels,title
1766,copy-ux,copy-ux,CLOSED,2026-08-22,code-quality|area:frontend,Mobile sidebar toggle has a 32px tap target against the documented 44px rule
1763,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:backend,"A local run with no database exits 0 with the real-DB suites skipped, and the only warning is at import time"
1761,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:backend,"ops-probe-standalone's 120s spawnSync budget is thin, and its timeout fails as a misleading output assertion"
1760,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:frontend,"Visual-regression tolerance absorbs real deltas, so /design-system baselines are stale — and the debt lands on a later PR"
1758,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,A revoke that mines after its wait expires leaves revocation_status permanently pending
1757,feature,feature,CLOSED,2026-08-21,code-quality|area:backend,Extract a shared bounded-confirmation-wait helper once the outstanding tx.wait sites land
1756,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:sdk,SDK delegate sweep's wait(1) has no timeout — a stuck sweep hangs the user's agent forever
1755,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,Safe proxy deployer broadcasts with a bare tx.wait() and no durable record (safe-proxy-deployer; the safe-deployer half is buried by #1988)
1754,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,"POST /safe/exec's bare tx.wait() reports a confirmation timeout to the user as ""reverted on-chain"""
1753,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,POST /safe/deploy awaits a bare tx.wait() inside an open Postgres transaction
1750,copy-ux,copy-ux,CLOSED,2026-08-21,code-quality|area:frontend,Transaction-history row title collapses to one or two words per line at 390px when a status badge sits inline
1749,copy-ux,copy-ux,CLOSED,2026-08-21,bug|code-quality|area:frontend,"Mobile ""Open sidebar"" toggle is unreachable behind TopBar — primary nav may be unopenable under 1024px"
1746,copy-ux,copy-ux,CLOSED,2026-08-21,code-quality|area:frontend,"Focus rings split into two families: form fields use focus:/ring-2/20 with no offset, everything else focus-visible:/ring-2/30 with offset-2"
1745,logic-bug,logic-bug,CLOSED,2026-08-21,money-path|area:backend,"issuePassport presumes a pending attest was dropped and re-mints, so a fee-stuck anchor can produce two live credentials"
1743,logic-bug,logic-bug,CLOSED,2026-08-21,money-path|area:backend,A stuck passport_attest blocks the relayer nonce lane with no automated recovery
1742,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,"revokeOnChain still calls a bare, unbounded tx.wait() and treats every wait error as a revert"
1741,copy-ux,copy-ux,CLOSED,2026-08-21,code-quality|area:frontend,Focus rings are visible but still under WCAG 3:1 — brand/30 computes ~1.6:1 on white
1739,process,process,CLOSED,2026-08-21,code-quality|area:docs,"Decide whether release plumbing (release-bump.mjs, publish.yml) owes a CASP perimeter shard"
1738,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:frontend,/design-system visual regression compares ~5% of the page: everything below the fold renders blank in captures
1736,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:docs,"casp-risk-guardrails covers: is missing rails/hybrid-provisioning.ts, so deploy/outbound-record changes are never gated"
1735,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,"Passport anchor's wait timeout is treated as a revert, so a still-mineable attest closes its record failed"
1726,copy-ux,copy-ux,CLOSED,2026-08-21,code-quality|area:frontend,Button size=&quot;sm&quot; is a 36px tap target — under the comfortable minimum on mobile
1725,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:frontend,Screenshot scenario: Backup &amp; recovery card's loadError and one-way warning states have no rendered evidence
1722,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|money-path|area:backend,"Hybrid deploy's tx.wait() is unbounded, so the advisory-lock connection hold has no ceiling"
1721,stale-doc,stale-doc,CLOSED,2026-08-21,code-quality|area:backend|area:docs,"delegation-rail-vendor-ops: a drained relayer now blocks PAYMENTS, not just grants (stale since #1667)"
1720,feature,feature,CLOSED,2026-08-21,enhancement|area:frontend|area:backend|area:docs,Connect modal: remove the runtime picker — one setup command for every environment
1719,feature,feature,CLOSED,2026-08-21,enhancement|area:frontend|area:backend|area:sdk|area:docs,"Connector: resolve the runtime itself — env detection → agent self-report → installed-app prompt → refuse, with a real failure vocabulary"
1717,feature,feature,CLOSED,2026-08-21,epic|backend,Epic: Verified Payable Directory — self-service merchant catalogue ingestion (seller discovery)
1716,feature,feature,CLOSED,2026-08-21,area:sdk|area:mcp|area:docs,Catalog MCP/SDK: verified discovery + agent-side submission
1715,feature,feature,CLOSED,2026-08-21,area:frontend|area:backend,Catalog UI: self-submission flow + verified badges
1714,feature,feature,CLOSED,2026-08-21,area:backend,"Catalog ingestion: entry lifecycle, re-verification cadence + retention"
1713,feature,feature,CLOSED,2026-08-21,area:backend,Catalog ingestion: SSRF-hardened verification probe (leader-locked)
1712,feature,feature,CLOSED,2026-08-21,area:backend,Catalog ingestion: domain-ownership proof (well-known token + DNS TXT)
1711,feature,feature,CLOSED,2026-08-21,area:backend,Catalog ingestion: public submission queue + endpoint
1710,copy-ux,copy-ux,CLOSED,2026-08-21,bug|area:frontend|area:docs,Design tokens: sweep the last 13 bg-*/text-* occurrences and add a design-lint rule so the pattern cannot return
1709,copy-ux,copy-ux,CLOSED,2026-08-21,bug|area:frontend,Design tokens: convert the 94 dead border-*/N tinted-border classes
1708,copy-ux,copy-ux,CLOSED,2026-08-21,bug|area:frontend,"Design tokens: make var()-backed colours alpha-capable, and restore the brand focus ring (68 dead ring-* classes)"
1707,feature,feature,CLOSED,2026-08-21,enhancement|area:frontend,Frontend: render Settlement (EIP-3009 / ERC-7710) in the expanded x402 transaction detail
1706,feature,feature,CLOSED,2026-08-21,enhancement|money-path|area:backend,Backend: thread machine_metadata settlement_scheme through the confirmed-x402 transaction feed + tests
1705,feature,feature,CLOSED,2026-08-21,enhancement|money-path|area:backend,Backend: add settlementScheme (eip3009|erc7710) to TransactionBase + regenerate API types
1704,feature,feature,CLOSED,2026-08-21,enhancement|epic|money-path|area:frontend|area:backend,Epic: Surface the settlement scheme (EIP-3009 vs ERC-7710) in the dashboard transaction feed
1702,feature,feature,CLOSED,2026-08-21,area:docs,"docs: agent key rotation, and the line between it and account recovery"
1701,feature,feature,CLOSED,2026-08-21,area:frontend,"dashboard: replace signing key, and make the wiring slug legible"
1700,feature,feature,CLOSED,2026-08-21,area:sdk|area:mcp,connect: --rekey client flow (in-place credential rewrite)
1699,feature,feature,CLOSED,2026-08-21,area:frontend|area:backend,passport: re-anchor on re-key with continuous standing
1698,feature,feature,CLOSED,2026-08-21,money-path|area:backend,"backend: re-key an agent — revoke-before-issue, meter carry, credential rotation"
1697,feature,feature,CLOSED,2026-08-21,area:sdk|area:mcp,"connect/doctor: per-agent inventory, multi-agent aware"
1696,feature,feature,CLOSED,2026-08-21,area:sdk|area:mcp,connect: --name wiring slug end to end
1695,feature,feature,CLOSED,2026-08-21,area:sdk|area:mcp,connect: multi-entry runtime config writers — a named MCP pair per agent
1694,feature,feature,CLOSED,2026-08-21,epic|area:frontend|area:backend|area:sdk|area:mcp|area:docs,"Epic: Re-key an agent, and run several agents in one harness"
1693,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality|area:frontend,Screenshot scenario: Backup & recovery card unobstructed (both viewports)
1690,security,security,CLOSED,2026-08-21,money-path|area:backend|area:sdk|area:mcp,signer: x402 expected context carries no payer identity — the signer cannot detect it is signing another agent's quote
1688,logic-bug,logic-bug,CLOSED,2026-08-21,area:sdk|area:mcp,connect/doctor: a re-run silently orphans the previous agent — a stale host keeps spending as it
1686,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality,Keyed advisory lock holds a shared-pool connection across a chain round-trip
1685,copy-ux,copy-ux,CLOSED,2026-08-21,bug|epic|area:frontend,"Epic: opacity modifiers on var()-backed colour tokens compile to nothing — 175 dead classes, incl. every focus ring"
1684,copy-ux,copy-ux,CLOSED,2026-08-21,bug|area:frontend,"Connect agent modal: invisible step-ticker connectors, duplicated copy, and the full-bleed Done button"
1682,feature,feature,CLOSED,2026-08-21,enhancement|area:frontend|area:backend|area:sdk|area:docs,Connect modal: name-first runtime picker — pick your app by name; modality becomes a row property (follow-up to #1672)
1681,logic-bug,logic-bug,CLOSED,2026-08-21,,Stale haven-signer MCP path after agent recreation causes permanent 5-min 'Connection closed' park loop in long-lived hosts
1680,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality,Auth rate limits don't bind across replicas — the per-process store makes the ceiling N× the documented one
1679,copy-ux,copy-ux,CLOSED,2026-08-21,area:frontend|area:backend|area:docs,"Passkey terminology: replace ""Face ID / Touch ID"" credential names with ""Passkey · added {date}"" across dashboard + onboarding"
1674,false-instrument,false-instrument,CLOSED,2026-08-21,code-quality,QA: cover a FRESH agent whose first-ever payment is erc7710 (counterfactual delegate account)
1673,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|area:backend,ensureHybridDeployed: serialize concurrent deploys of the same counterfactual account
1672,feature,feature,CLOSED,2026-08-21,bug|area:frontend|area:sdk,Connect: detection-first runtime — drop --runtime from the generated setup prompt so the user never has to pick correctly
1670,security,security,CLOSED,2026-08-21,code-quality,Auth routes have no rate limiting — blocked on the trustProxy decision
1669,copy-ux,copy-ux,CLOSED,2026-08-21,bug|area:backend,Catalog: label the stranded-funds test fixture so agents know it will not settle
1667,logic-bug,logic-bug,CLOSED,2026-08-21,bug|money-path|area:backend,erc7710: a fresh agent's first payment fails InvalidEOASignature — the settlement child's delegator (delegate hybrid account) is never deployed
1663,logic-bug,logic-bug,CLOSED,2026-08-21,code-quality|area:sdk|area:mcp,release-bump.mjs pollutes package-lock.json with spurious dev/peer metadata — hand-repaired in three consecutive releases
1654,security,security,CLOSED,2026-08-20,code-quality,POST /auth/signup is an explicit account-enumeration oracle (409 vs 201)
1646,security,security,CLOSED,2026-08-20,code-quality|area:backend,Login leaks account existence through timing: bcrypt runs only when the user exists
1640,security,security,CLOSED,2026-08-20,code-quality|area:backend,"The Fortnox OAuth state token is a full-access Bearer credential for 10 minutes, and it travels in a URL"
1638,process,process,CLOSED,2026-08-20,code-quality,CI routing: a non-ASCII path is quoted by git and routes NOWHERE
1630,logic-bug,logic-bug,CLOSED,2026-08-20,code-quality,x402 receipts: amount_human formats every token with 6 decimals
1627,feature,feature,CLOSED,2026-08-20,,CI: Reduce ci.yml to orchestration over classifier outputs
1626,feature,feature,CLOSED,2026-08-20,,CI: Add routing completeness enforcement for root guards
1625,feature,feature,CLOSED,2026-08-20,,CI: Encode package dependency propagation from one table
1624,feature,feature,CLOSED,2026-08-20,,CI: Introduce a declarative root-guard ownership manifest
1623,feature,feature,CLOSED,2026-08-20,,CI: Characterize the package-to-job routing matrix
1622,feature,feature,CLOSED,2026-08-20,,CI: Extract the change classifier into a dependency-free tested script
1621,feature,feature,CLOSED,2026-08-20,epic,Epic: Make CI change routing declarative and executable
1620,feature,feature,CLOSED,2026-08-20,money-path|area:sdk,SDK: Finish the HavenClient compatibility facade and cross-protocol contracts
1619,feature,feature,CLOSED,2026-08-20,money-path|area:sdk,SDK: Extract the erc7710 no-funding-leg lifecycle
1618,feature,feature,CLOSED,2026-08-20,money-path|area:sdk,SDK: Extract the EIP-3009 x402 funding-leg lifecycle
1617,feature,feature,CLOSED,2026-08-20,money-path|area:sdk,SDK: Extract account/read and sweep APIs from HavenClient
1616,feature,feature,CLOSED,2026-08-20,money-path|area:sdk|area:mcp,SDK/MCP: Extract paid MCP merchant transport from HavenClient
1615,feature,feature,CLOSED,2026-08-20,money-path|area:sdk,SDK: Extract generic Haven HTTP transport and payment/status mapping
1614,feature,feature,CLOSED,2026-08-20,area:sdk,SDK: Add HavenClient characterization seams and a growth guard
1613,feature,feature,CLOSED,2026-08-20,epic|money-path|area:sdk|area:mcp,Epic: Decompose HavenClient into protocol-owned SDK modules
1609,flake,flake,CLOSED,2026-08-19,code-quality,CI: cache Playwright browsers and drop the per-run apt-get — the Azure apt-mirror flake killed four required-check runs on 2026-08-19
1607,process,process,CLOSED,2026-08-19,code-quality|area:docs,"ship-next: correct two false CI-waiting claims, add outbound files to the money-path list, flake triage; refresh sdk playbook"
1605,stale-doc,stale-doc,CLOSED,2026-08-19,code-quality,Correct stale 'until #N' code comments that claim to wait for work that already shipped
1602,feature,feature,CLOSED,2026-08-19,code-quality|area:docs,"quality-scan: guard-effectiveness dimension, reproducible measurement blocks, probed-clean baselines, disposition trigger"
1593,feature,feature,CLOSED,2026-08-19,code-quality,connect: harden the LOCAL MCP runtime install like #1586 did the signer's
1592,copy-ux,copy-ux,CLOSED,2026-08-19,money-path|area:backend,backend: normalize catalog price_display — drop the redundant $ prefix on token-denominated prices
1591,feature,feature,CLOSED,2026-08-19,area:sdk|area:mcp,"mcp: slim tool descriptions — shared guidance into server instructions, issue archaeology out of agent-visible text"
1590,copy-ux,copy-ux,CLOSED,2026-08-19,area:sdk|area:mcp,sdk/mcp: name it spend_authority_readiness — readiness does not cover the local signer
1589,feature,feature,CLOSED,2026-08-19,area:sdk|area:connect,connect: --doctor and --repair — end-to-end setup diagnosis without a hand-built MCP client
1588,feature,feature,CLOSED,2026-08-19,money-path|area:sdk|area:mcp,mcp: runtime-neutral next_tool — add next_tool_server/next_tool_name so non-Claude runtimes can resolve the signer
1587,feature,feature,CLOSED,2026-08-19,area:sdk|area:connect,connect: handshake-probe the local signer in the hosted topology before reporting success
1586,logic-bug,logic-bug,CLOSED,2026-08-19,area:sdk|area:connect,"connect: harden the signer preinstall — generous npm timeout, loud failure, no silent npx fallback"
1585,feature,feature,CLOSED,2026-08-19,epic,Epic: Codex Desktop agent feedback — signer runtime reliability and cross-runtime payment UX
1578,logic-bug,logic-bug,CLOSED,2026-08-19,money-path|area:mcp|area:docs,Make demo-merchant MCP sessions recover across process restarts
1572,copy-ux,copy-ux,CLOSED,2026-08-19,enhancement|area:frontend|area:connect,Connect flow step 3 shows two names for one gate: 'Confirm agent rules' header over 'approve the budget' body
1569,logic-bug,logic-bug,CLOSED,2026-08-18,bug|area:sdk|area:connect,connect: Claude Code local-stdio re-run leaves the runtime wired to the previous agent's MCP wrapper
1562,false-instrument,false-instrument,CLOSED,2026-08-18,code-quality|area:backend,db-harness: a worker schema missing a table silently falls through to shared public
1559,feature,feature,CLOSED,2026-08-18,area:backend,"Outbound-tx queue: cross-replica leasing, retire the in-process lock, re-point the scan"
1558,feature,feature,CLOSED,2026-08-18,area:backend,Outbound-tx queue: leader-locked bump/replacement worker
1557,feature,feature,CLOSED,2026-08-18,money-path|area:backend,Outbound-tx queue: sweep submits through the queue (money-path)
1556,feature,feature,CLOSED,2026-08-18,area:backend,Outbound-tx queue: hybrid-provisioning + passport submit through the queue
1555,feature,feature,CLOSED,2026-08-18,area:backend,Outbound-tx queue: migration + repository for outbound_txs
1554,feature,feature,CLOSED,2026-08-18,epic|money-path|area:backend,Epic: durable outbound-tx queue — retire the 'interim' in-process relayer serialisation
1550,copy-ux,copy-ux,CLOSED,2026-08-18,area:mcp,"Demo merchant answers in Swedish unconditionally — English default, locale option, and a summary-only result mode"
1549,feature,feature,CLOSED,2026-08-18,money-path|area:mcp,Compact the x402 prepare responses — trim duplicated payment blocks and the static signer_compatibility essay
1548,feature,feature,CLOSED,2026-08-18,area:mcp,Document the missing-cap convention for guided purchases: no user-stated cap → cap at the live quote
1547,logic-bug,logic-bug,CLOSED,2026-08-18,money-path|area:mcp,"haven_prepare_catalog_purchase bypasses the #1450 erc7710 preference — wire the selector; update the QA leg's money proof, suggested_tool, and signer pre-check text in the same change"
1546,logic-bug,logic-bug,CLOSED,2026-08-18,bug|code-quality|area:backend|attestation,Agent Passport EAS submissions bypass withRelayerSendLock — unserialised traffic on the shared relayer nonce lane
1545,feature,feature,CLOSED,2026-08-18,enhancement|area:backend|area:sdk|area:docs|area:connect,docs: surface the connect --json structured-output mode to orchestrating agents
1544,feature,feature,CLOSED,2026-08-18,enhancement|test|area:sdk|area:connect,connect: characterize re-run behavior against an already-configured workspace
1543,feature,feature,CLOSED,2026-08-18,enhancement|area:frontend|area:sdk|area:connect,Shrink the window before budget approval unlocks in the dashboard during connect setup
1542,copy-ux,copy-ux,CLOSED,2026-08-18,enhancement|area:sdk|area:connect,"connect: completion next-steps must reflect the approval outcome, one name for the approval gate, and say why a restart is needed"
1541,feature,feature,CLOSED,2026-08-18,enhancement|epic|area:sdk|area:connect,Epic: Connect-flow fixes from the 2026-08-18 agent-driven setup field test
1538,copy-ux,copy-ux,CLOSED,2026-08-18,code-quality|area:connect,[withdrawn] connect: next-steps tell the user to approve a budget the connector just celebrated approving
1534,false-instrument,false-instrument,CLOSED,2026-08-18,bug|test|area:qa,Money-flow QA retry is not idempotent — attempt 2 inherits attempt 1's settled state
1533,logic-bug,logic-bug,CLOSED,2026-08-18,bug|money-path|area:backend,Dev relayer reuses a stale nonce — legacy-rail payments fail NONCE_EXPIRED
1531,feature,feature,CLOSED,2026-08-18,code-quality|area:docs,"agent-qa.md: document what an agent session cannot see, and the artifacts to ask for on a money-flow failure"
1530,false-instrument,false-instrument,CLOSED,2026-08-18,code-quality,"qa-dev has no preflight: it verifies credentials are configured, never that the resources they spend are available"
1529,flake,flake,CLOSED,2026-08-18,qa-failure,qa-dev money-flow failed (2026-08-18)
1526,process,process,CLOSED,2026-08-17,code-quality|area:mcp,"packages/mcp-server exact-pins @haven_ai/sdk where a private workspace consumer must use ""*"""
1521,logic-bug,logic-bug,CLOSED,2026-08-17,code-quality|money-path|area:sdk,Two genuine purchases of the same item within 5 minutes collapse into one payment — the second fails with an unfunded authorization
1515,logic-bug,logic-bug,CLOSED,2026-08-17,code-quality|money-path|area:qa,Demo merchant can take payment and return 402: in-memory settle state lost on restart causes a second transferWithAuthorization
1508,logic-bug,logic-bug,CLOSED,2026-08-17,bug|money-path|area:backend|area:mcp,erc7710 settle fails on the DEFAULT hosted topology — completeX402MerchantCall is structurally 3009-only
1500,process,process,CLOSED,2026-08-16,enhancement|area:docs,"Agent sessions reuse one long-lived branch, which manufactures the merge conflicts"
1496,process,process,CLOSED,2026-08-16,code-quality,last-verified prepend notes guarantee merge conflicts between concurrent PRs
1488,process,process,CLOSED,2026-08-15,enhancement|area:docs,"new-task: the assignee rule reads as a claim, and epic sub-issues are linked the expensive way"
1487,process,process,CLOSED,2026-08-15,enhancement|area:docs,"ship-next: the loop cannot see inbound dependencies, a blocked promotion, or an epic it just finished"
1482,logic-bug,logic-bug,CLOSED,2026-08-15,code-quality,/payments/:id/sign does not shape-check prepared_user_op across schemes
1478,contract-drift,contract-drift,CLOSED,2026-08-15,code-quality,Four unpinned network→chain-id maps; drift refuses valid payments
1476,security,security,CLOSED,2026-08-15,code-quality,haven_sign can sign a delegation-shaped payload with no binding check
1474,feature,feature,CLOSED,2026-08-15,code-quality,Backend: emit a signed expected context for the erc7710 settlement child
1472,contract-drift,contract-drift,CLOSED,2026-08-15,code-quality,"The merchant-visible payer is the delegate account, which no API surface names"
1471,contract-drift,contract-drift,CLOSED,2026-08-15,code-quality,SDK accepts the 'base-sepolia' network literal that the backend rejects
1469,logic-bug,logic-bug,CLOSED,2026-08-15,code-quality,A null hole in accepts[] crashes x402 option selection instead of refusing
1464,logic-bug,logic-bug,CLOSED,2026-08-15,code-quality,"Malformed uuid path params surface as a 500, not a documented 4xx"
1459,stale-doc,stale-doc,CLOSED,2026-08-15,area:docs,Docs: correct the stale erc7710 claims in dev-environment.md
1458,feature,feature,CLOSED,2026-08-15,demo-ready|money-path|area:mcp|area:docs,Ops: enable and canary erc7710 on the prod demo merchant (Base mainnet)
1457,feature,feature,CLOSED,2026-08-15,test|area:sdk|area:mcp,QA: erc7710 settlement through the hosted/SDK topology
1456,feature,feature,CLOSED,2026-08-15,enhancement|money-path|area:mcp,Hosted MCP: erc7710 through haven_pay_mcp_tool and haven_prepare_catalog_purchase
1455,feature,feature,CLOSED,2026-08-15,enhancement|money-path|area:sdk|area:mcp,Signer: sign the erc7710 settlement child under the expected-binding discipline
1454,feature,feature,CLOSED,2026-08-15,enhancement|money-path|area:sdk,SDK: an erc7710 settlement path (authorize → sign child → settle)
1453,feature,feature,CLOSED,2026-08-15,enhancement|money-path|area:sdk,SDK: erc7710-aware x402 payment-option selection
1452,feature,feature,CLOSED,2026-08-15,enhancement|money-path|area:sdk,SDK: sign the eip712_delegation settlement child
1451,feature,feature,CLOSED,2026-08-15,enhancement|area:docs,Record the erc7710-preferred settlement-scheme decision
1450,feature,feature,CLOSED,2026-08-15,enhancement|epic|money-path|area:sdk|area:mcp|area:docs,Epic: Make erc7710 a fully supported settlement path
1447,feature,feature,CLOSED,2026-08-15,enhancement|area:frontend,Shrink-only ratchet for hand-written wire-shape interfaces
1446,contract-drift,contract-drift,CLOSED,2026-08-15,enhancement|area:backend,Backfill the OpenAPI spec for the 18 undocumented route files
1445,contract-drift,contract-drift,CLOSED,2026-08-15,enhancement|area:frontend,Frontend consumes the generated wire types instead of hand-written duplicates
1444,feature,feature,CLOSED,2026-08-15,enhancement|area:backend,Assert real responses against the spec schema for documented routes
1443,feature,feature,CLOSED,2026-08-15,enhancement|area:backend,Route-coverage gate: fail when a registered route has no OpenAPI operation
1442,contract-drift,contract-drift,CLOSED,2026-08-15,enhancement|epic|area:frontend|area:backend,Epic: the API contract is declared three times and checked across none of the boundaries
1441,flake,flake,CLOSED,2026-08-15,qa-failure,qa-dev money-flow failed (2026-08-15)
1440,feature,feature,OPEN,2026-08-14,enhancement|epic|money-path,Epic: retire the Safe rail entirely (safe-retirement)
1437,logic-bug,logic-bug,CLOSED,2026-08-14,bug|area:frontend,"Remove-agent dialog has two unrecoverable failure paths (batch cap, cross-tab revoke)"
1436,logic-bug,logic-bug,CLOSED,2026-08-14,bug|money-path|area:backend,Archive can file away a delegation-rail agent whose on-chain budget is still live
1431,copy-ux,copy-ux,CLOSED,2026-08-14,area:frontend,"AgentRulesSummary: align row labels and helper tier across connect review, agent detail, and design-system"
1426,copy-ux,copy-ux,CLOSED,2026-08-14,area:connect,"Connector describes weekly/monthly budgets in raw minutes, diverging from the dashboard"
1423,logic-bug,logic-bug,CLOSED,2026-08-14,backend|money-path,Reconcile revoke-all crash-window orphans + cap the batch size
1418,copy-ux,copy-ux,CLOSED,2026-08-14,area:frontend,Step 4 stacks two progress trackers since the modal chrome unification
1411,feature,feature,CLOSED,2026-08-14,area:frontend,"Connect flow steps 1-3: bring Details, Policy and Review up to the standard step 4 now meets"
1410,feature,feature,CLOSED,2026-08-14,area:frontend|area:docs,Design-system foundations for the connect flow: Checkbox and Textarea primitives
1409,feature,feature,CLOSED,2026-08-14,area:frontend,Screenshot fixture for the connect modal: capture step 4 at any connection stage
1408,feature,feature,CLOSED,2026-08-14,area:frontend,"Epic: Connect agent flow — one coherent experience, built on the design system"
1406,copy-ux,copy-ux,CLOSED,2026-08-14,area:frontend,"The app has two modal idioms: grow ui/Modal to cover real dialogs, then migrate the hand-rolled ones"
1404,logic-bug,logic-bug,CLOSED,2026-08-13,area:frontend,Connect setup status polling stops permanently after a single failed read
1403,logic-bug,logic-bug,CLOSED,2026-08-13,bug|money-path|area:frontend|area:backend,Sweep is unreachable for revoked/removed agents — delegate-balance 404s the moment an agent is revoked
1402,logic-bug,logic-bug,CLOSED,2026-08-13,bug|enhancement|money-path|area:frontend,"Agents: one ""Remove agent"" action on the delegation rail + populate the Removed section (regression from #1080)"
1401,logic-bug,logic-bug,CLOSED,2026-08-13,bug|money-path|area:backend,Archive agents instead of hard-deleting them — DELETE 500s on any agent with payment history and cascades away audit trail
1400,feature,feature,CLOSED,2026-08-13,enhancement|money-path|area:backend,Delegation rail: revoke all of an agent's active budget delegations in one signature
1399,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend|area:docs,Connect waiting screen: the status slot is never empty and never alarms early
1398,feature,feature,CLOSED,2026-08-13,enhancement|test|money-path|area:backend|area:sdk|area:mcp|area:docs,hardening(mcp): reject malformed X-PAYMENT headers before hosted funding relay
1397,feature,feature,CLOSED,2026-08-13,enhancement|test|money-path|area:sdk|area:mcp|area:docs,feat(mcp): expose a read-only quote for arbitrary paid MCP tools
1394,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend,Connect agent approved screen: give the ending a designed shape
1393,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend,"Connect flow adoption sweep: Card shells, disclosure chevrons, one radius, one type scale"
1392,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend,"Connect agent step-4 shell: one spacing rhythm, slack distributed, silhouette held"
1391,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend|area:docs,"Connect agent waiting screen: one status voice over time, one action hierarchy"
1386,logic-bug,logic-bug,CLOSED,2026-08-13,money-path|area:frontend|area:sdk|area:docs,fix(connect): report local setup before waiting for budget approval
1381,copy-ux,copy-ux,CLOSED,2026-08-13,area:frontend,Connect agent step 2: drop the budget draft card — it appears on first keystroke and shifts the content below it
1379,logic-bug,logic-bug,CLOSED,2026-08-13,area:frontend|area:sdk,fix(connect): run the published npm CLI and recover stalled registration
1378,logic-bug,logic-bug,CLOSED,2026-08-13,money-path|area:frontend|area:backend|area:sdk,fix(connect): prevent npx no-op setup and surface stalled registration recovery
1377,feature,feature,CLOSED,2026-08-13,area:frontend|area:backend|area:sdk,"Connect agent modal: rename, single-USDC budget step, cohesive step 4 with no content shift, and agent-side progress messages"
1372,flake,flake,CLOSED,2026-08-12,area:backend,Backend real-DB test harness flakes at vitest's default 10s hook timeout
1370,flake,flake,CLOSED,2026-08-12,qa-failure,qa-dev money-flow failed (2026-08-12)
1366,process,process,CLOSED,2026-08-12,enhancement|area:docs,proc: eliminate the PR-goes-DIRTY-mid-CI race — merge queue on dev + shard the CASP changelog
1365,logic-bug,logic-bug,CLOSED,2026-08-12,enhancement|area:backend|area:docs,fix(reporting): ledger 'skipped' status is unreachable and deleted-in-Fortnox invoices have no recovery path
1362,feature,feature,CLOSED,2026-08-12,enhancement|area:frontend|area:backend|area:docs,"feat(reporting): Fortnox visibility — surface invoice ref in dashboard, read-back verification, operations runbook"
1360,security,security,CLOSED,2026-08-12,enhancement|money-path|area:backend|area:sdk,harden(x402): funding-shape derivation should prefer server-truth delegate address over client payTo
1355,feature,feature,CLOSED,2026-08-12,enhancement|test|money-path|area:backend|area:sdk|area:mcp|area:docs,feat(signer): true payment_id-only signing — carry payment_required in the fetched sign context
1352,feature,feature,CLOSED,2026-08-12,,Lower agent-runtime Node floor from 24 to 22 (oldest supported LTS)
1351,feature,feature,CLOSED,2026-08-12,enhancement|test|money-path|area:sdk|area:mcp|area:docs,feat(mcp): make purchase caps unambiguous for human USDC amounts
1350,feature,feature,CLOSED,2026-08-12,enhancement|test|area:backend|area:sdk|area:mcp|area:docs,feat(catalog): make agent product discovery searchable and category-normalized
1349,feature,feature,CLOSED,2026-08-12,enhancement|test|money-path|area:sdk|area:mcp|area:docs,feat(x402): return a compact normalized Haven purchase summary
1348,feature,feature,CLOSED,2026-08-12,enhancement|test|money-path|area:sdk|area:mcp|area:docs,perf(x402): reduce avoidable round trips in guided catalog purchases
1347,feature,feature,CLOSED,2026-08-12,enhancement|test|area:sdk|area:docs,feat(connect): add a redacted structured completion and recovery contract
1346,feature,feature,CLOSED,2026-08-12,enhancement|test|area:sdk|area:docs,feat(connect): make completion handoff runtime-aware and actionable
1341,process,process,CLOSED,2026-08-12,code-quality|area:docs,Teach ship-next to use the agent coordination channel
1340,flake,flake,CLOSED,2026-08-12,qa-failure,qa-dev money-flow failed (2026-08-12)
1337,false-instrument,false-instrument,CLOSED,2026-08-11,code-quality,Contract-doc coupling gate fails on empty diffs ('nothing was verified')
